station_id,station_name,sample_datetime,parameter,value,unit,basin,river,county,latitude,longitude
01001,Xindian River - Bitan,2019-03-15T00:00:00,NH3-N,0.111,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2019-04-15T00:00:00,DO,8.335,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2019-04-15T00:00:00,BOD5,1.099,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2019-04-15T00:00:00,SS,7.835,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2019-04-15T00:00:00,NH3-N,0.198,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2019-05-15T00:00:00,DO,7.19,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2019-05-15T00:00:00,BOD5,0.813,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2019-05-15T00:00:00,SS,12.657,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2019-05-15T00:00:00,NH3-N,0.187,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2019-06-15T00:00:00,DO,8.407,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2019-06-15T00:00:00,BOD5,1.097,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2019-06-15T00:00:00,SS,13.025,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2019-06-15T00:00:00,NH3-N,0.14,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2019-07-15T00:00:00,DO,8.415,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2019-07-15T00:00:00,BOD5,0.922,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2019-07-15T00:00:00,SS,11.311,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2019-07-15T00:00:00,NH3-N,0.108,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2019-08-15T00:00:00,DO,7.429,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2019-08-15T00:00:00,BOD5,1.038,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2019-08-15T00:00:00,SS,14.253,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2019-08-15T00:00:00,NH3-N,0.198,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2019-09-15T00:00:00,DO,7.944,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2019-09-15T00:00:00,BOD5,0.912,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2019-09-15T00:00:00,SS,13.814,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2019-09-15T00:00:00,NH3-N,0.142,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2019-10-15T00:00:00,DO,8.774,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2019-10-15T00:00:00,BOD5,0.668,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2019-10-15T00:00:00,SS,9.092,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2019-10-15T00:00:00,NH3-N,0.131,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2019-11-15T00:00:00,DO,8.082,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2019-11-15T00:00:00,BOD5,0.817,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2019-11-15T00:00:00,SS,8.826,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2019-11-15T00:00:00,NH3-N,0.143,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2019-12-15T00:00:00,DO,9.308,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2019-12-15T00:00:00,BOD5,0.751,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2019-12-15T00:00:00,SS,11.663,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2019-12-15T00:00:00,NH3-N,0.132,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2020-01-15T00:00:00,DO,8.846,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2020-01-15T00:00:00,BOD5,0.624,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2020-01-15T00:00:00,SS,5.782,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2020-01-15T00:00:00,NH3-N,0.063,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2020-02-15T00:00:00,DO,8.226,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2020-02-15T00:00:00,BOD5,0.462,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2020-02-15T00:00:00,SS,10.999,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2020-02-15T00:00:00,NH3-N,0.092,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2020-03-15T00:00:00,DO,8.573,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2020-03-15T00:00:00,BOD5,0.98,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2020-03-15T00:00:00,SS,9.109,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2020-03-15T00:00:00,NH3-N,0.179,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2020-04-15T00:00:00,DO,7.94,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2020-04-15T00:00:00,BOD5,0.759,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2020-04-15T00:00:00,SS,7.625,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2020-04-15T00:00:00,NH3-N,0.133,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2020-05-15T00:00:00,DO,8.704,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2020-05-15T00:00:00,BOD5,0.535,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2020-05-15T00:00:00,SS,13.336,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2020-05-15T00:00:00,NH3-N,0.169,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2020-06-15T00:00:00,DO,7.624,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2020-06-15T00:00:00,BOD5,0.649,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2020-06-15T00:00:00,SS,14.077,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2020-06-15T00:00:00,NH3-N,0.137,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2020-07-15T00:00:00,DO,8.04,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2020-07-15T00:00:00,BOD5,0.964,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2020-07-15T00:00:00,SS,18.504,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2020-07-15T00:00:00,NH3-N,0.153,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2020-08-15T00:00:00,DO,7.366,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2020-08-15T00:00:00,BOD5,0.974,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2020-08-15T00:00:00,SS,14.447,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2020-08-15T00:00:00,NH3-N,0.231,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2020-09-15T00:00:00,DO,8.701,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2020-09-15T00:00:00,BOD5,0.951,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2020-09-15T00:00:00,SS,15.908,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2020-09-15T00:00:00,NH3-N,0.098,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2020-10-15T00:00:00,DO,8.116,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2020-10-15T00:00:00,BOD5,0.615,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2020-10-15T00:00:00,SS,9.025,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2020-10-15T00:00:00,NH3-N,0.081,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2020-11-15T00:00:00,DO,9.181,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2020-11-15T00:00:00,BOD5,0.676,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2020-11-15T00:00:00,SS,6.323,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2020-11-15T00:00:00,NH3-N,0.092,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2020-12-15T00:00:00,DO,9.208,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2020-12-15T00:00:00,BOD5,0.829,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2020-12-15T00:00:00,SS,14.992,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2020-12-15T00:00:00,NH3-N,0.283,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2021-01-15T00:00:00,DO,9.349,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2021-01-15T00:00:00,BOD5,0.442,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2021-01-15T00:00:00,SS,4.67,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2021-01-15T00:00:00,NH3-N,0.148,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2021-02-15T00:00:00,DO,8.532,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2021-02-15T00:00:00,BOD5,0.578,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2021-02-15T00:00:00,SS,8.47,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2021-02-15T00:00:00,NH3-N,0.13,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2021-03-15T00:00:00,DO,9.44,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2021-03-15T00:00:00,BOD5,0.751,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2021-03-15T00:00:00,SS,9.603,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2021-03-15T00:00:00,NH3-N,0.091,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2021-04-15T00:00:00,DO,7.495,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2021-04-15T00:00:00,BOD5,0.703,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2021-04-15T00:00:00,SS,9.866,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2021-04-15T00:00:00,NH3-N,0.238,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2021-05-15T00:00:00,DO,8.278,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2021-05-15T00:00:00,BOD5,1.077,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2021-05-15T00:00:00,SS,11.002,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2021-05-15T00:00:00,NH3-N,0.098,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2021-06-15T00:00:00,DO,7.401,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2021-06-15T00:00:00,BOD5,0.794,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2021-06-15T00:00:00,SS,19.218,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2021-06-15T00:00:00,NH3-N,0.122,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2021-07-15T00:00:00,DO,8.403,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2021-07-15T00:00:00,BOD5,0.779,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2021-07-15T00:00:00,SS,16.829,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2021-07-15T00:00:00,NH3-N,0.184,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2021-08-15T00:00:00,DO,7.886,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2021-08-15T00:00:00,BOD5,0.93,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2021-08-15T00:00:00,SS,12.26,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2021-08-15T00:00:00,NH3-N,0.185,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2021-09-15T00:00:00,DO,7.927,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2021-09-15T00:00:00,BOD5,0.635,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2021-09-15T00:00:00,SS,9.055,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2021-09-15T00:00:00,NH3-N,0.166,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2021-10-15T00:00:00,DO,9.447,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2021-10-15T00:00:00,BOD5,0.832,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2021-10-15T00:00:00,SS,9.703,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2021-10-15T00:00:00,NH3-N,0.164,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2021-11-15T00:00:00,DO,9.584,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2021-11-15T00:00:00,BOD5,0.764,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2021-11-15T00:00:00,SS,8.973,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2021-11-15T00:00:00,NH3-N,0.198,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2021-12-15T00:00:00,DO,9.277,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2021-12-15T00:00:00,BOD5,0.969,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2021-12-15T00:00:00,SS,10.458,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2021-12-15T00:00:00,NH3-N,0.076,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2022-01-15T00:00:00,DO,8.279,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2022-01-15T00:00:00,BOD5,0.97,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2022-01-15T00:00:00,SS,14.309,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2022-01-15T00:00:00,NH3-N,0.126,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2022-02-15T00:00:00,DO,8.79,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2022-02-15T00:00:00,BOD5,0.954,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2022-02-15T00:00:00,SS,7.232,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2022-02-15T00:00:00,NH3-N,0.092,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2022-03-15T00:00:00,DO,9.186,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2022-03-15T00:00:00,BOD5,0.641,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2022-03-15T00:00:00,SS,9.987,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2022-03-15T00:00:00,NH3-N,0.134,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
01001,Xindian River - Bitan,2022-04-15T00:00:00,DO,8.703,mg/L,淡水河,新店溪,New Taipei / Taipei,24.957,121.539
